fot,grade_score,region,filial,subdivision,department,unit,experience
55000,144344,Moscow,Головная компания,Блок управления убытками,Департамент сопровождения Московского региона,"Отдел урегулирования претензий по имуществу, ответственности и личному страхованию",24
70000,127389,Moscow,Головная компания,Блок управления убытками,Департамент сопровождения Московского региона,"Отдел урегулирования претензий по имуществу, ответственности и личному страхованию",21
65000,127389,Moscow,Головная компания,Блок управления убытками,Департамент сопровождения Московского региона,"Отдел урегулирования претензий по имуществу, ответственности и личному страхованию",13
70000,127389,Moscow,Головная компания,Блок управления убытками,Департамент сопровождения Московского региона,"Отдел урегулирования претензий по имуществу, ответственности и личному страхованию",15
55000,127389,Moscow,Головная компания,Блок управления убытками,Департамент сопровождения Московского региона,"Отдел урегулирования претензий по имуществу, ответственности и личному страхованию",13
70000,127389,Moscow,Головная компания,Блок управления убытками,Департамент сопровождения Московского региона,"Отдел урегулирования претензий по имуществу, ответственности и личному страхованию",13
80000,127389,Moscow,Головная компания,Блок управления убытками,Департамент сопровождения Московского региона,"Отдел урегулирования претензий по имуществу, ответственности и личному страхованию",25
65000,127389,Moscow,Головная компания,Блок управления убытками,Департамент сопровождения Московского региона,"Отдел урегулирования претензий по имуществу, ответственности и личному страхованию",10
80000,127389,Moscow,Головная компания,Блок управления убытками,Департамент сопровождения Московского региона,"Отдел урегулирования претензий по имуществу, ответственности и личному страхованию",15
55000,127389,Moscow,Головная компания,Блок управления убытками,Департамент сопровождения Московского региона,"Отдел урегулирования претензий по имуществу, ответственности и личному страхованию",25
60000,127389,Moscow,Головная компания,Блок управления убытками,Департамент сопровождения Московского региона,"Отдел урегулирования претензий по имуществу, ответственности и личному страхованию",10
50000,127389,Moscow,Головная компания,Блок управления убытками,Департамент сопровождения Московского региона,"Отдел урегулирования претензий по имуществу, ответственности и личному страхованию",25
40000,127389,Moscow,Головная компания,Блок управления убытками,Департамент сопровождения Московского региона,"Отдел урегулирования претензий по имуществу, ответственности и личному страхованию",9
32000,103838,Moscow,Головная компания,Блок управления убытками,Департамент сопровождения Московского региона,"Отдел урегулирования претензий по имуществу, ответственности и личному страхованию",26
32000,103838,Moscow,Головная компания,Блок управления убытками,Департамент сопровождения Московского региона,"Отдел урегулирования претензий по имуществу, ответственности и личному страхованию",5
32000,103838,Moscow,Головная компания,Блок управления убытками,Департамент сопровождения Московского региона,"Отдел урегулирования претензий по имуществу, ответственности и личному страхованию",28
90000,204058,Moscow,Головная компания,Блок управления убытками,Департамент сопровождения Московского региона,"Отдел урегулирования претензий по имуществу, ответственности и личному страхованию",27
65000,138191,Moscow,Головная компания,Блок управления убытками,Департамент сопровождения Московского региона,Отдел юридического обеспечения,5
80000,138191,Moscow,Головная компания,Блок управления убытками,Департамент сопровождения Московского региона,Отдел юридического обеспечения,29
90000,138191,Moscow,Головная компания,Блок управления убытками,Департамент сопровождения Московского региона,Отдел юридического обеспечения,29
100000,174659,Moscow,Головная компания,Блок управления убытками,Департамент сопровождения Московского региона,Отдел юридического обеспечения,10
60000,133542,Moscow,Головная компания,Блок управления убытками,Департамент сопровождения Московского региона,Отдел юридического обеспечения,15
55000,133542,Moscow,Головная компания,Блок управления убытками,Департамент сопровождения Московского региона,Отдел юридического обеспечения,17
55000,133542,Moscow,Головная компания,Блок управления убытками,Департамент сопровождения Московского региона,Отдел юридического обеспечения,21
250000,272349,Moscow,Головная компания,Блок управления убытками,Департамент сопровождения Московского региона,NA,29
85000,133450,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел автотехнической экспертизы,1
75000,133450,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел автотехнической экспертизы,11
85000,133450,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел автотехнической экспертизы,18
72500,133450,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел автотехнической экспертизы,14
70000,133450,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел автотехнической экспертизы,5
70000,133450,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел автотехнической экспертизы,21
78000,133450,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел автотехнической экспертизы,13
72500,133450,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел автотехнической экспертизы,8
76500,133450,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел автотехнической экспертизы,30
75000,133450,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел автотехнической экспертизы,27
70000,133450,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел автотехнической экспертизы,11
75000,133450,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел автотехнической экспертизы,25
76500,133450,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел автотехнической экспертизы,18
85500,150552,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел автотехнической экспертизы,5
115000,150552,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел автотехнической экспертизы,8
115000,150552,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел автотехнической экспертизы,12
85000,150552,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел автотехнической экспертизы,30
115000,150552,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел автотехнической экспертизы,27
110000,150552,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел автотехнической экспертизы,27
85000,150552,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел автотехнической экспертизы,19
115000,150552,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел автотехнической экспертизы,12
115000,150552,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел автотехнической экспертизы,13
115000,150552,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел автотехнической экспертизы,9
80000,150552,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел автотехнической экспертизы,29
85000,150552,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел автотехнической экспертизы,24
90000,150552,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел автотехнической экспертизы,9
200000,279570,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел автотехнической экспертизы,1
144000,180496,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел автотехнической экспертизы,27
69000,139603,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел автотехнической экспертизы,25
69000,139603,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел автотехнической экспертизы,5
69000,139603,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел автотехнической экспертизы,3
69000,139603,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел автотехнической экспертизы,13
69000,139603,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел автотехнической экспертизы,5
69000,139603,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел автотехнической экспертизы,27
69000,139603,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел автотехнической экспертизы,1
69000,139603,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел автотехнической экспертизы,28
69000,139603,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел автотехнической экспертизы,8
69000,139603,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел автотехнической экспертизы,29
69000,139603,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел автотехнической экспертизы,27
69000,139603,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел автотехнической экспертизы,10
69000,139603,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел автотехнической экспертизы,25
69000,139603,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел автотехнической экспертизы,23
69000,139603,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел автотехнической экспертизы,29
69000,139603,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел автотехнической экспертизы,15
69000,139603,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел автотехнической экспертизы,20
69000,139603,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел автотехнической экспертизы,10
69000,139603,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел автотехнической экспертизы,26
69000,139603,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел автотехнической экспертизы,28
69000,139603,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел автотехнической экспертизы,16
69000,139603,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел автотехнической экспертизы,7
69000,139603,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел автотехнической экспертизы,21
69000,139603,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел автотехнической экспертизы,26
69000,139603,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел автотехнической экспертизы,20
50000,133542,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел методологии и технологии урегулирования,12
55000,133542,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел методологии и технологии урегулирования,19
130000,197451,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел методологии и технологии урегулирования,10
100000,144344,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел методологии и технологии урегулирования,1
50000,144344,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел методологии и технологии урегулирования,2
100000,144344,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел методологии и технологии урегулирования,17
90000,197451,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел методологии и технологии урегулирования,19
120000,191298,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел методологии и технологии урегулирования,22
200000,191298,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел методологии и технологии урегулирования,14
100000,197451,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел методологии и технологии урегулирования,16
140000,191298,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел методологии и технологии урегулирования,3
200000,254685,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел методологии и технологии урегулирования,5
70000,127481,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел претензионной работы,1
70000,127481,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел претензионной работы,8
70000,127481,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел претензионной работы,22
70000,127481,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел претензионной работы,2
70000,127481,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел претензионной работы,26
70000,127481,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел претензионной работы,11
70000,127481,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел претензионной работы,25
80000,121328,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел претензионной работы,19
80000,121328,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел претензионной работы,17
75000,121328,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел претензионной работы,24
80000,121328,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел претензионной работы,11
80000,121328,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел претензионной работы,17
90000,121328,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел претензионной работы,5
80000,121328,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел претензионной работы,9
80000,121328,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел претензионной работы,9
80000,121328,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел претензионной работы,17
80000,121328,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел претензионной работы,3
120000,121328,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел претензионной работы,28
120000,121328,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел претензионной работы,8
230000,255947,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел претензионной работы,17
70000,121328,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел претензионной работы,13
70000,121328,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел претензионной работы,3
70000,121328,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел претензионной работы,28
70000,121328,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел претензионной работы,20
70000,121328,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел претензионной работы,28
70000,121328,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел претензионной работы,17
70000,121328,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел претензионной работы,11
70000,121328,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел претензионной работы,26
70000,121328,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел претензионной работы,26
20000,114640,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел прямого возмещения убытков и суброгационной работы,14
20000,114640,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел прямого возмещения убытков и суброгационной работы,28
20000,107860,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел прямого возмещения убытков и суброгационной работы,7
30000,120701,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел прямого возмещения убытков и суброгационной работы,5
35000,138191,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел прямого возмещения убытков и суброгационной работы,24
90000,120701,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел прямого возмещения убытков и суброгационной работы,22
55000,120701,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел прямого возмещения убытков и суброгационной работы,26
40000,255947,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел прямого возмещения убытков и суброгационной работы,25
30000,138191,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел прямого возмещения убытков и суброгационной работы,2
25000,120701,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел прямого возмещения убытков и суброгационной работы,21
45000,120701,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел прямого возмещения убытков и суброгационной работы,6
110000,138191,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел прямого возмещения убытков и суброгационной работы,18
55000,101799,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел реализации абандонов и запасных частей,22
115000,127389,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел реализации абандонов и запасных частей,9
75000,114640,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел реализации абандонов и запасных частей,12
75000,114640,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел реализации абандонов и запасных частей,11
75000,114640,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел реализации абандонов и запасных частей,12
90000,114640,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел реализации абандонов и запасных частей,1
130000,127389,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел реализации абандонов и запасных частей,6
230000,249887,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел реализации абандонов и запасных частей,7
80000,120701,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел регионального сопровождения,10
125000,120701,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел регионального сопровождения,17
100000,183676,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел регионального сопровождения,11
110000,120701,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел регионального сопровождения,26
140000,183676,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел регионального сопровождения,1
110000,120701,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел регионального сопровождения,24
300000,276532,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел регионального сопровождения,15
100000,127389,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел урегулирования по автострахованию,27
45000,107860,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел урегулирования по автострахованию,21
60000,127389,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел урегулирования по автострахованию,2
60000,107860,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел урегулирования по автострахованию,25
75000,127389,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел урегулирования по автострахованию,23
45000,107860,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел урегулирования по автострахованию,24
70000,107860,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел урегулирования по автострахованию,17
70000,107860,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел урегулирования по автострахованию,22
72000,127389,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел урегулирования по автострахованию,1
72000,127389,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел урегулирования по автострахованию,1
60000,107860,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел урегулирования по автострахованию,2
75000,107860,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел урегулирования по автострахованию,29
70000,127389,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел урегулирования по автострахованию,21
115000,138191,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел урегулирования по автострахованию,15
150000,138191,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел урегулирования по автострахованию,28
400000,268789,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел урегулирования по автострахованию,23
65000,127481,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел урегулирования по имуществу и ответственности юридических лиц,18
80000,127389,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел урегулирования по имуществу и ответственности юридических лиц,30
120000,161354,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел урегулирования по имуществу и ответственности юридических лиц,15
80000,127389,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел урегулирования по имуществу и ответственности юридических лиц,8
90000,127389,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел урегулирования по имуществу и ответственности юридических лиц,11
70000,127389,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел урегулирования по имуществу и ответственности юридических лиц,25
80000,127389,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел урегулирования по имуществу и ответственности юридических лиц,4
85000,127389,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел урегулирования по имуществу и ответственности юридических лиц,19
65000,127389,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел урегулирования по имуществу и ответственности юридических лиц,19
80000,127389,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел урегулирования по имуществу и ответственности юридических лиц,10
60000,127389,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел урегулирования по имуществу и ответственности юридических лиц,19
90000,161354,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел урегулирования по имуществу и ответственности юридических лиц,8
160000,138191,Moscow,Головная компания,Блок управления убытками,Департамент урегулирования претензий,Отдел урегулирования по имуществу и ответственности юридических лиц,7
