"","id","lvl","qualification","autonomy","subdiv_regulations","company_regulations","direct_juniors","func_juniors","income_influence","error_cost"
"1608","таб_6278247","Сотрудник",2,2,1,1,1,1,2,2
"1609","таб_682814","Сотрудник",4,2,1,1,1,1,1,1
"1610","таб_3506058","Сотрудник",2,2,1,1,1,1,2,1
"1611","таб_9086176","Сотрудник",1,1,1,1,1,1,1,1
"1612","таб_7995823","Сотрудник",3,2,1,1,1,1,1,1
"1613","таб_487834","Сотрудник",2,2,1,1,1,1,2,2
"1614","таб_4067347","Сотрудник",2,1,1,1,1,1,2,2
"1615","таб_503958","Сотрудник",4,3,2,1,1,1,1,3
"1616","таб_4738825","Сотрудник",2,1,1,1,1,1,1,1
"1617","таб_6941009","Сотрудник",2,2,1,1,1,1,2,2
"1618","таб_4923988","Сотрудник",1,1,1,1,1,1,1,1
"1619","таб_6252425","Сотрудник",5,2,2,1,1,1,1,2
"1620","таб_2499942","Сотрудник",1,1,1,1,1,1,1,1
"1621","таб_9725493","Сотрудник",1,1,1,1,1,1,1,1
"1622","таб_3325470","Сотрудник",2,1,1,1,1,1,1,2
"1623","таб_1177174","Сотрудник",1,1,1,1,1,1,1,1
"1624","таб_1208601","Сотрудник",4,2,1,1,1,1,2,2
"1625","таб_58173","Менеджер",2,3,2,1,2,2,3,3
"1626","таб_1366947","Сотрудник",1,1,1,1,1,1,1,1
"1627","таб_8098687","Менеджер",4,2,2,1,2,1,3,2
"1628","таб_9076523","Сотрудник",2,1,1,1,1,1,1,1
"1629","таб_1378528","Сотрудник",2,2,1,1,1,1,2,2
"1630","таб_8779575","Сотрудник",2,2,1,1,1,1,1,1
"1631","таб_4163476","Сотрудник",2,2,1,1,1,1,2,1
"1632","таб_3099436","Сотрудник",2,1,1,1,1,1,1,1
"1633","таб_2637239","Сотрудник",3,2,1,1,1,1,1,2
"1634","таб_1287725","Сотрудник",2,2,1,1,1,1,1,1
"1635","таб_6103312","Менеджер",5,4,2,3,2,3,4,3
"1636","таб_5238648","Сотрудник",1,1,1,1,1,1,1,1
"1637","таб_9495924","Сотрудник",2,2,1,1,1,1,1,1
"1638","таб_1407584","Менеджер",4,2,2,1,2,3,3,2
"1639","таб_7883577","Сотрудник",1,1,1,1,1,1,1,1
"1640","таб_9718634","Менеджер",2,2,2,1,2,3,2,2
"1641","таб_9776200","Сотрудник",2,2,1,1,1,1,2,2
"1642","таб_7427582","Сотрудник",2,2,1,1,1,1,2,2
"1643","таб_2576046","Сотрудник",3,2,1,1,1,1,1,2
"1644","таб_9177198","Сотрудник",2,2,1,1,1,1,2,2
"1645","таб_1584599","Сотрудник",1,1,1,1,1,1,2,1
"1646","таб_747808","Сотрудник",2,1,1,1,1,1,2,2
"1647","таб_9934481","Сотрудник",4,2,1,1,1,1,2,2
"1648","таб_5535324","Менеджер",2,3,2,1,2,2,3,3
"1649","таб_4915776","Менеджер",4,2,2,1,2,3,3,2
"1650","таб_5784647","Сотрудник",2,2,1,1,1,1,2,2
"1651","таб_482501","Сотрудник",5,2,2,2,1,1,1,2
"1652","таб_7138232","Сотрудник",4,2,2,3,1,2,1,1
"1653","таб_4833309","Менеджер",3,2,2,1,2,1,1,2
"1654","таб_3802654","Сотрудник",3,3,1,1,1,1,1,1
"1655","таб_177440","Сотрудник",5,3,1,3,1,1,2,4
"1656","таб_518588","Сотрудник",5,2,2,1,1,1,1,1
"1657","таб_3375011","Сотрудник",2,2,1,1,1,1,2,2
"1658","таб_7078203","Сотрудник",2,1,1,1,1,1,1,1
"1659","таб_9772982","Сотрудник",2,2,1,1,1,1,1,1
"1660","таб_2491195","Менеджер",4,2,2,1,2,1,3,3
"1661","таб_6085292","Сотрудник",2,2,1,1,1,1,2,2
"1662","таб_898528","Сотрудник",2,2,1,1,1,1,2,1
"1663","таб_7964009","Менеджер",2,1,1,1,1,1,1,1
"1664","таб_8782462","Сотрудник",4,2,1,1,1,1,1,1
"1665","таб_4278547","Сотрудник",2,2,1,1,1,1,1,1
"1666","таб_1988145","Менеджер",5,2,1,1,1,1,2,3
"1667","таб_9994144","Сотрудник",2,2,1,1,1,1,2,2
"1668","таб_3125604","Менеджер",2,1,1,1,1,1,1,1
"1669","таб_4879709","Сотрудник",2,1,1,1,1,1,2,2
"1670","таб_6967572","Сотрудник",5,2,2,1,1,1,1,1
"1671","таб_6319831","Сотрудник",2,2,1,1,1,1,2,2
"1672","таб_4662698","Менеджер",4,2,2,1,2,3,3,2
"1673","таб_7869117","Менеджер",5,3,1,1,1,2,3,2
"1674","таб_7616124","Менеджер",5,3,2,3,2,1,3,5
"1675","таб_4763352","Сотрудник",2,2,1,1,1,1,2,2
"1676","таб_5125903","Сотрудник",1,1,1,1,1,1,1,1
"1677","таб_1563995","Сотрудник",1,1,1,1,1,1,2,1
"1678","таб_9374388","Сотрудник",1,1,1,1,1,1,1,1
"1679","таб_1399749","Сотрудник",2,1,1,1,1,1,2,2
"1680","таб_271889","Менеджер",5,3,2,2,2,3,1,2
"1681","таб_8438591","Сотрудник",3,2,1,1,1,1,1,1
"1682","таб_2312975","Сотрудник",2,1,1,1,1,1,2,2
"1683","таб_4762810","Сотрудник",2,2,1,1,1,1,2,2
"1684","таб_2100827","Сотрудник",3,2,1,1,1,1,1,1
"1685","таб_9472689","Менеджер",4,2,2,1,2,1,3,3
"1686","таб_4066015","Сотрудник",1,1,1,1,1,1,1,1
"1687","таб_6943683","Сотрудник",2,2,1,1,1,1,2,2
"1688","таб_9556575","Сотрудник",1,1,1,1,1,1,1,1
"1689","таб_3675018","Сотрудник",2,2,1,1,1,1,2,2
"1690","таб_4963371","Сотрудник",2,2,1,1,1,1,2,2
"1691","таб_4456494","Сотрудник",2,2,1,1,1,1,2,2
"1692","таб_8668197","Менеджер",5,3,1,1,1,2,1,1
"1693","таб_4853693","Менеджер",2,3,2,1,2,2,3,3
"1694","таб_6432720","Сотрудник",4,2,1,1,1,1,1,2
"1695","таб_3888649","Сотрудник",2,2,1,1,1,1,2,2
"1696","таб_8786706","Сотрудник",2,1,1,1,1,1,1,1
"1697","таб_2024431","Сотрудник",1,1,1,1,1,1,1,1
"1698","таб_7709750","Менеджер",5,3,2,1,1,2,1,1
"1699","таб_2599630","Сотрудник",2,1,1,1,1,1,2,2
"1700","таб_5970787","Сотрудник",2,2,1,1,1,1,2,1
"1701","таб_8697721","Сотрудник",2,2,1,1,1,1,2,2
"1702","таб_3425408","Сотрудник",1,1,1,1,1,1,1,1
"1703","таб_3078915","Сотрудник",2,1,1,1,1,1,2,2
"1704","таб_8614071","Сотрудник",1,1,1,1,1,1,2,1
"1705","таб_9524925","Менеджер",4,2,2,1,2,3,3,2
"1706","таб_2066834","Сотрудник",5,2,2,1,1,1,1,1
"1707","таб_4630284","Менеджер",4,2,2,1,2,3,3,2
"1708","таб_5020116","Сотрудник",2,2,1,1,1,1,2,1
"1709","таб_5850769","Сотрудник",5,2,2,2,1,1,1,1
"1710","таб_3447851","Менеджер",2,3,2,1,2,2,3,3
"1711","таб_6633220","Сотрудник",2,2,1,1,1,1,2,2
"1712","таб_7953941","Сотрудник",4,3,1,1,1,1,1,1
"1713","таб_3747927","Сотрудник",2,1,1,1,1,1,1,1
"1714","таб_3068912","Сотрудник",4,3,1,1,1,1,1,1
"1715","таб_9391820","Сотрудник",2,1,1,1,1,1,2,2
"1716","таб_1632490","Сотрудник",2,2,1,1,1,1,2,2
"1717","таб_19419","Сотрудник",2,2,1,1,1,1,2,2
"1718","таб_9406076","Сотрудник",4,2,1,1,1,1,1,1
"1719","таб_8941591","Сотрудник",4,2,1,1,1,1,1,1
"1720","таб_7591678","Сотрудник",2,2,1,1,1,1,2,2
"1721","таб_3949060","Сотрудник",2,2,1,1,1,1,2,2
"1722","таб_2988031","Сотрудник",2,2,1,1,1,1,2,2
"1723","таб_2619156","Менеджер",2,3,2,1,2,2,3,3
"1724","таб_5347694","Менеджер",5,3,2,2,4,2,4,2
"1725","таб_4943127","Сотрудник",2,2,1,1,1,1,2,1
"1726","таб_6833930","Сотрудник",2,2,1,1,1,1,2,2
"1727","таб_8988309","Сотрудник",2,2,1,1,1,1,2,2
"1728","таб_1363601","Сотрудник",3,2,1,1,1,1,1,1
"1729","таб_3364724","Сотрудник",4,2,1,1,1,1,2,2
"1730","таб_8846101","Сотрудник",2,2,1,1,1,1,2,1
"1731","таб_8174102","Сотрудник",4,2,1,1,1,1,1,1
"1732","таб_9883269","Сотрудник",2,2,1,1,1,1,2,2
"1733","таб_2123661","Сотрудник",2,1,1,1,1,1,2,2
"1734","таб_9947842","Менеджер",4,1,2,1,2,1,2,2
"1735","таб_6870578","Менеджер",5,3,2,2,2,1,4,1
"1736","таб_8751915","Сотрудник",4,2,1,1,1,1,1,2
"1737","таб_7764419","Менеджер",4,2,2,1,2,3,3,2
"1738","таб_7862482","Менеджер",4,2,2,1,2,3,3,2
"1739","таб_6481478","Сотрудник",3,2,2,1,1,1,1,1
"1740","таб_4145868","Сотрудник",1,1,1,1,1,1,1,1
"1741","таб_2229763","Сотрудник",4,2,1,1,1,1,2,2
"1742","таб_1921681","Сотрудник",2,2,1,1,1,1,2,2
"1743","таб_2085611","Сотрудник",2,2,1,1,1,1,2,2
"1744","таб_1779922","Менеджер",5,3,2,2,1,2,1,2
"1745","таб_5085618","Менеджер",4,2,2,1,2,3,3,2
"1746","таб_533053","Сотрудник",1,1,1,1,1,1,2,1
"1747","таб_696369","Сотрудник",2,2,1,1,1,1,2,1
"1748","таб_6661455","Сотрудник",2,1,1,1,1,1,1,1
"1749","таб_2158225","Менеджер",4,2,2,1,2,2,3,2
"1750","таб_5683382","Сотрудник",2,2,1,1,1,1,1,1
"1751","таб_2775717","Сотрудник",2,1,1,1,1,1,2,2
"1752","таб_9536623","Менеджер",4,2,2,1,2,1,3,3
"1753","таб_3428655","Сотрудник",2,2,1,1,1,1,2,1
"1754","таб_5605633","Сотрудник",4,2,1,1,1,1,1,1
"1755","таб_9643930","Сотрудник",1,1,1,1,1,1,1,1
"1756","таб_6675252","Сотрудник",5,2,2,1,1,1,1,1
"1757","таб_8346838","Сотрудник",1,1,1,1,1,1,2,1
"1758","таб_5346903","Сотрудник",2,2,1,1,1,1,2,2
"1759","таб_9750349","Сотрудник",5,3,2,1,1,1,2,2
"1760","таб_3266299","Менеджер",2,2,2,1,2,1,2,2
"1761","таб_7325914","Сотрудник",2,2,1,1,1,1,2,2
"1762","таб_9639724","Сотрудник",2,2,1,1,1,1,2,2
"1763","таб_4567804","Сотрудник",2,2,1,1,1,1,2,2
"1764","таб_1026793","Сотрудник",2,1,1,1,1,1,1,1
"1765","таб_1670960","Сотрудник",4,2,1,1,1,1,1,2
"1766","таб_9617946","Сотрудник",1,1,1,1,1,1,2,1
"1767","таб_2663514","Менеджер",4,2,2,1,2,3,3,2
"1768","таб_1086052","Сотрудник",1,1,1,1,1,1,1,1
"1769","таб_7773741","Сотрудник",5,3,2,3,1,1,1,1
"1770","таб_421769","Сотрудник",1,1,1,1,1,1,1,1
"1771","таб_7705465","Сотрудник",2,2,1,1,1,1,2,2
"1772","таб_1259678","Сотрудник",2,2,1,1,1,1,2,2
"1773","таб_4261093","Сотрудник",2,2,1,1,1,1,2,2
"1774","таб_2342885","Сотрудник",2,2,1,1,1,1,2,2
"1775","таб_541055","Сотрудник",1,1,1,1,1,1,1,1
"1776","таб_7195582","Сотрудник",1,1,1,1,1,1,1,1
"1777","таб_4996158","Сотрудник",1,1,1,1,1,1,1,1
"1778","таб_6618583","Сотрудник",2,2,1,1,1,2,2,2
"1779","таб_728084","Менеджер",4,2,2,1,2,3,3,2
"1780","таб_4169296","Сотрудник",2,1,1,1,1,1,1,2
"1781","таб_5416687","Сотрудник",2,1,1,1,1,1,1,1
"1782","таб_7251318","Сотрудник",2,2,1,1,1,1,1,1
"1783","таб_2337470","Менеджер",4,2,2,1,2,3,3,2
"1784","таб_7840464","Сотрудник",1,1,1,1,1,1,1,1
"1785","таб_1097026","Менеджер",5,3,2,2,1,1,3,4
"1786","таб_4309950","Сотрудник",2,2,1,1,1,2,2,2
"1787","таб_3428947","Сотрудник",2,2,1,1,1,1,2,1
"1788","таб_6051848","Сотрудник",2,2,1,1,1,1,2,2
"1789","таб_1553226","Сотрудник",2,2,1,1,1,1,2,2
"1790","таб_9515360","Менеджер",4,2,2,1,2,3,3,2
"1791","таб_3083155","Сотрудник",2,2,1,1,1,1,2,2
"1792","таб_8017578","Сотрудник",2,2,1,1,1,1,2,2
"1793","таб_4204640","Сотрудник",2,2,1,1,1,1,2,2
"1794","таб_9345080","Сотрудник",2,1,1,1,1,1,1,1
"1795","таб_7644606","Сотрудник",2,2,1,1,1,1,2,2
"1796","таб_2833913","Менеджер",6,4,2,3,2,3,5,4
"1797","таб_9473161","Менеджер",2,2,2,1,2,2,2,2
"1798","таб_9266207","Сотрудник",2,1,1,1,1,1,1,1
"1799","таб_7487382","Менеджер",4,2,2,1,2,3,3,2
"1800","таб_3224140","Менеджер",2,3,2,1,2,2,3,3
"1801","таб_3938570","Сотрудник",2,2,1,1,1,2,2,2
"1802","таб_645390","Сотрудник",2,2,1,1,1,1,2,2
"1803","таб_9184273","Сотрудник",1,1,1,1,1,1,1,1
"1804","таб_7894368","Сотрудник",1,1,1,1,1,1,2,1
"1805","таб_5222280","Сотрудник",2,2,1,1,1,1,2,2
"1806","таб_684811","Сотрудник",4,2,2,1,1,1,1,2
"1807","таб_3734826","Менеджер",2,2,2,1,2,1,2,2
"1808","таб_4367978","Менеджер",4,2,2,1,2,3,3,2
"1809","таб_6244221","Сотрудник",2,1,1,1,1,1,1,1
"1810","таб_7106969","Сотрудник",2,1,1,1,1,1,2,2
"1811","таб_5283830","Сотрудник",4,3,2,1,1,1,3,3
"1812","таб_1134061","Сотрудник",2,2,1,1,1,1,2,2
"1813","таб_5443267","Сотрудник",2,2,1,1,1,1,1,1
"1814","таб_53330","Менеджер",5,2,2,2,2,3,4,2
"1815","таб_3154193","Сотрудник",2,2,1,1,1,1,2,2
"1816","таб_7776420","Менеджер",4,2,2,1,2,1,3,2
"1817","таб_8714828","Менеджер",4,2,2,1,2,1,3,3
"1818","таб_4717198","Сотрудник",2,2,1,1,1,1,2,2
"1819","таб_3424828","Сотрудник",1,1,1,1,1,1,1,1
"1820","таб_3723512","Сотрудник",2,2,1,1,1,1,2,2
"1821","таб_7035626","Сотрудник",2,2,1,1,1,1,2,2
"1822","таб_3272371","Менеджер",4,2,1,1,1,1,2,2
"1823","таб_3240138","Сотрудник",2,2,1,1,1,1,2,2
"1824","таб_3633752","Сотрудник",2,2,1,1,1,1,2,2
"1825","таб_1464086","Менеджер",4,2,2,1,2,1,3,2
"1826","таб_6836903","Сотрудник",4,2,1,1,1,1,1,1
"1827","таб_2984101","Сотрудник",1,1,1,1,1,1,1,1
"1828","таб_6077575","Сотрудник",4,2,1,1,1,1,2,2
"1829","таб_9829080","Сотрудник",4,2,1,1,1,1,2,2
"1830","таб_7323569","Сотрудник",2,2,1,1,1,1,1,1
"1831","таб_6022737","Менеджер",4,3,2,1,3,1,3,2
"1832","таб_1053914","Сотрудник",2,2,1,1,1,1,2,2
"1833","таб_3029658","Менеджер",2,3,2,1,2,2,3,3
"1834","таб_382901","Сотрудник",1,1,1,1,1,1,1,1
"1835","таб_1542530","Сотрудник",3,2,1,1,1,1,1,1
"1836","таб_3031868","Сотрудник",1,1,1,1,1,1,1,1
"1837","таб_1766187","Сотрудник",4,2,1,1,1,1,1,1
"1838","таб_8391637","Сотрудник",1,1,1,1,1,1,2,1
"1839","таб_660847","Сотрудник",2,2,1,1,1,1,2,2
"1840","таб_8391981","Сотрудник",2,2,1,1,1,1,2,2
"1841","таб_9122827","Сотрудник",2,1,1,1,1,1,1,1
"1842","таб_325754","Сотрудник",1,1,1,1,1,1,1,1
"1843","таб_7835556","Сотрудник",2,2,1,1,1,1,2,2
"1844","таб_4307996","Менеджер",4,1,2,1,2,1,2,2
"1845","таб_5257030","Сотрудник",1,1,1,1,1,1,2,1
"1846","таб_6139633","Сотрудник",2,2,1,1,1,1,2,2
"1847","таб_5034576","Сотрудник",2,2,1,1,1,2,2,2
"1848","таб_5865836","Менеджер",2,2,2,1,2,1,2,2
"1849","таб_6389168","Менеджер",4,1,2,1,2,1,2,2
"1850","таб_8428696","Сотрудник",5,4,2,3,1,2,5,4
"1851","таб_4560860","Сотрудник",3,1,1,1,1,1,1,1
"1852","таб_9614675","Менеджер",4,2,2,1,2,3,3,2
"1853","таб_1973027","Сотрудник",2,2,2,1,1,1,1,1
"1854","таб_7629569","Сотрудник",3,2,1,1,1,1,2,1
"1855","таб_9556157","Сотрудник",2,2,1,1,1,2,2,2
"1856","таб_932399","Менеджер",5,3,1,1,1,2,1,1
"1857","таб_8099974","Менеджер",4,2,2,1,1,2,1,2
"1858","таб_986778","Сотрудник",4,2,1,1,1,1,3,1
"1859","таб_1409008","Менеджер",4,2,1,1,1,1,2,2
"1860","таб_8943702","Сотрудник",2,2,1,1,1,1,2,2
"1861","таб_555222","Сотрудник",5,3,1,2,1,1,1,1
"1862","таб_6057868","Сотрудник",1,1,1,1,1,1,1,1
"1863","таб_9729302","Сотрудник",1,1,1,1,1,1,2,1
"1864","таб_4514404","Сотрудник",4,2,1,1,1,1,3,1
"1865","таб_1785609","Сотрудник",3,2,1,1,1,1,1,1
"1866","таб_2982561","Сотрудник",2,1,1,1,1,1,2,2
"1867","таб_3114506","Сотрудник",2,1,1,1,1,1,1,1
"1868","таб_5882119","Менеджер",2,3,2,1,2,2,3,3
"1869","таб_5396448","Сотрудник",4,2,2,2,1,1,1,2
"1870","таб_9904744","Менеджер",4,2,2,1,2,1,3,3
"1871","таб_1456970","Сотрудник",1,1,1,1,1,1,2,1
"1872","таб_6804479","Менеджер",4,2,2,1,2,4,3,3
"1873","таб_1986396","Сотрудник",2,2,1,1,1,1,2,2
"1874","таб_1983452","Менеджер",4,2,2,1,2,2,3,2
"1875","таб_4726598","Сотрудник",2,2,1,1,1,2,2,2
"1876","таб_6554982","Сотрудник",2,1,1,1,1,1,1,1
"1877","таб_9872421","Сотрудник",2,2,1,1,1,1,1,1
"1878","таб_7959674","Менеджер",4,1,2,1,2,1,2,2
"1879","таб_1448388","Менеджер",2,3,2,1,2,2,3,3
"1880","таб_2018764","Сотрудник",5,2,1,1,1,1,1,1
"1881","таб_5081728","Сотрудник",5,3,2,1,1,1,1,3
"1882","таб_2235384","Сотрудник",2,2,1,1,1,1,2,2
"1883","таб_2420437","Сотрудник",5,2,2,1,1,1,1,2
"1884","таб_5167496","Сотрудник",3,2,2,1,1,1,1,2
"1885","таб_5110173","Сотрудник",2,1,1,1,1,1,2,2
"1886","таб_9566497","Сотрудник",2,2,1,1,1,1,2,2
"1887","таб_7363789","Сотрудник",2,2,1,1,1,1,2,2
"1888","таб_2530067","Сотрудник",1,1,1,1,1,1,1,1
"1889","таб_2559825","Менеджер",4,2,2,1,2,4,3,3
"1890","таб_3150048","Сотрудник",2,2,1,1,1,1,1,1
"1891","таб_4567772","Менеджер",2,2,2,1,2,2,2,2
"1892","таб_2272391","Сотрудник",2,2,1,1,1,1,2,2
"1893","таб_8438777","Сотрудник",2,1,1,1,1,1,1,1
"1894","таб_2365036","Менеджер",4,2,1,1,1,1,2,2
"1895","таб_2371109","Сотрудник",2,1,1,1,1,1,2,2
"1896","таб_6088196","Менеджер",2,3,2,1,2,2,3,3
"1897","таб_9759783","Сотрудник",2,2,1,1,1,1,2,2
"1898","таб_5569942","Сотрудник",2,2,1,1,1,1,2,1
"1899","таб_6907959","Сотрудник",2,2,1,1,1,1,1,1
"1900","таб_5584004","Сотрудник",2,1,1,1,1,1,2,2
"1901","таб_300573","Сотрудник",4,2,2,1,1,1,1,2
"1902","таб_2443096","Сотрудник",5,3,2,1,1,1,1,1
"1903","таб_4211650","Менеджер",5,4,2,3,2,1,1,1
"1904","таб_5128973","Сотрудник",1,1,1,1,1,1,1,1
"1905","таб_2276204","Сотрудник",2,2,1,1,1,1,2,2
"1906","таб_3674459","Сотрудник",4,2,1,1,1,1,1,1
"1907","таб_7914267","Сотрудник",2,2,1,1,1,1,2,2
"1908","таб_129521","Сотрудник",2,1,1,1,1,1,1,1
"1909","таб_873288","Сотрудник",2,1,1,1,1,1,2,1
"1910","таб_6940062","Сотрудник",1,1,1,1,1,1,1,1
"1911","таб_2631527","Сотрудник",2,2,1,1,1,2,2,1
"1912","таб_2677263","Сотрудник",1,1,1,1,1,1,2,1
"1913","таб_8472333","Сотрудник",2,2,1,1,1,1,2,2
"1914","таб_5440382","Менеджер",4,1,2,1,2,1,2,2
"1915","таб_1688373","Сотрудник",1,1,1,1,1,1,1,1
"1916","таб_751914","Менеджер",4,2,2,1,2,3,3,2
"1917","таб_7343327","Сотрудник",2,2,1,1,1,1,2,2
"1918","таб_7572996","Менеджер",2,3,2,1,2,2,3,3
"1919","таб_5224386","Менеджер",4,3,2,1,1,2,1,1
"1920","таб_6939132","Сотрудник",2,2,1,1,1,1,2,2
"1921","таб_2017080","Менеджер",4,2,2,1,2,4,3,3
"1922","таб_4871587","Сотрудник",2,2,1,1,1,1,2,2
"1923","таб_7878273","Сотрудник",4,2,1,1,1,1,1,1
"1924","таб_6623639","Сотрудник",2,2,1,1,1,1,2,1
"1925","таб_7973682","Сотрудник",2,2,1,1,1,1,2,2
"1926","таб_5435886","Менеджер",4,2,2,1,2,3,3,2
"1927","таб_3442929","Сотрудник",2,1,1,1,1,1,2,2
"1928","таб_4944243","Сотрудник",2,1,1,1,1,1,1,1
"1929","таб_783002","Сотрудник",1,1,1,1,1,1,1,1
"1930","таб_6256264","Сотрудник",2,2,1,1,1,1,2,2
"1931","таб_3105272","Сотрудник",2,1,1,1,1,1,2,2
"1932","таб_4063625","Сотрудник",1,1,1,1,1,1,1,1
"1933","таб_3256158","Менеджер",2,2,2,1,2,1,2,2
"1934","таб_6491891","Менеджер",4,2,2,1,2,3,3,2
"1935","таб_9254217","Сотрудник",2,2,1,1,1,1,2,2
"1936","таб_3548972","Менеджер",5,3,1,1,1,2,1,1
"1937","таб_2810245","Сотрудник",1,1,1,1,1,1,1,1
"1938","таб_8773211","Менеджер",4,2,2,1,2,3,3,2
"1939","таб_7859934","Сотрудник",4,3,2,1,1,1,1,2
"1940","таб_267980","Сотрудник",2,2,1,1,1,1,2,2
"1941","таб_2048092","Сотрудник",4,2,1,1,1,1,3,1
"1942","таб_4985885","Менеджер",4,1,2,1,2,1,2,2
"1943","таб_2062782","Сотрудник",4,2,1,1,1,1,2,2
"1944","таб_602534","Менеджер",2,3,2,1,2,2,3,3
"1945","таб_8129995","Сотрудник",3,1,1,1,1,1,1,1
"1946","таб_6927948","Сотрудник",2,2,1,1,1,1,1,1
"1947","таб_7108642","Менеджер",4,2,2,1,2,1,3,2
"1948","таб_3566766","Сотрудник",4,3,1,1,1,1,1,3
"1949","таб_5356939","Сотрудник",2,2,1,1,1,1,2,2
"1950","таб_272421","Менеджер",4,3,2,1,1,2,1,1
"1951","таб_440136","Сотрудник",4,3,1,2,1,1,1,2
"1952","таб_8314901","Сотрудник",2,1,1,1,1,1,1,1
"1953","таб_9423996","Сотрудник",2,2,1,1,1,1,2,1
"1954","таб_1890011","Сотрудник",2,1,1,1,1,1,1,1
"1955","таб_3563035","Сотрудник",2,2,1,1,1,1,1,1
"1956","таб_774580","Менеджер",2,3,2,1,2,2,3,3
"1957","таб_196947","Сотрудник",4,3,1,1,1,1,1,1
"1958","таб_523123","Менеджер",5,3,2,2,1,2,1,2
"1959","таб_6848089","Сотрудник",2,1,1,1,1,1,1,1
"1960","таб_9578594","Сотрудник",2,2,1,1,1,1,2,2
"1961","таб_8754704","Менеджер",5,3,1,1,1,2,1,1
"1962","таб_4796569","Сотрудник",1,1,1,1,1,1,1,1
"1963","таб_499570","Сотрудник",2,1,1,1,1,1,2,2
"1964","таб_2543012","Сотрудник",2,2,1,1,1,1,2,2
"1965","таб_1992656","Сотрудник",2,2,1,1,1,1,2,2
"1966","таб_5465614","Менеджер",5,3,1,1,1,2,1,1
"1967","таб_8769391","Сотрудник",2,1,1,1,1,1,1,1
"1968","таб_1950595","Сотрудник",3,2,1,1,1,1,1,1
"1969","таб_5499604","Менеджер",3,2,2,1,2,1,1,2
"1970","таб_4612774","Менеджер",4,2,2,1,2,3,3,2
"1971","таб_9020902","Сотрудник",1,1,1,1,1,1,1,1
"1972","таб_4814378","Сотрудник",5,3,2,2,1,1,1,3
"1973","таб_4004178","Сотрудник",2,2,1,1,1,2,2,2
"1974","таб_2293456","Сотрудник",4,2,2,1,1,1,1,2
"1975","таб_8132903","Сотрудник",2,2,1,1,1,2,2,2
"1976","таб_4590035","Сотрудник",2,2,1,1,1,1,2,2
"1977","таб_2059814","Менеджер",4,2,2,1,2,4,3,3
"1978","таб_2471995","Сотрудник",1,1,1,1,1,1,1,1
"1979","таб_5236827","Сотрудник",3,2,1,1,1,1,1,1
"1980","таб_9949378","Сотрудник",2,1,1,1,1,1,1,1
"1981","таб_2315174","Менеджер",2,3,2,1,2,2,3,3
"1982","таб_6363966","Сотрудник",5,2,2,2,1,1,1,1
"1983","таб_3871826","Менеджер",2,3,2,1,2,2,3,3
"1984","таб_2381686","Сотрудник",4,2,1,1,1,1,3,1
"1985","таб_9324672","Менеджер",5,3,2,1,1,2,3,1
"1986","таб_8562094","Сотрудник",2,1,1,1,1,1,1,1
"1987","таб_7588868","Сотрудник",1,1,1,1,1,1,1,1
"1988","таб_6087192","Сотрудник",2,2,1,1,1,1,1,1
"1989","таб_3670199","Сотрудник",2,2,1,1,1,1,2,2
"1990","таб_3508745","Сотрудник",2,2,1,1,1,1,1,1
"1991","таб_9763091","Сотрудник",2,2,1,1,1,1,2,2
"1992","таб_1819098","Сотрудник",4,2,1,1,1,1,1,1
"1993","таб_5231764","Сотрудник",2,2,1,1,1,1,1,1
"1994","таб_5674599","Сотрудник",2,1,1,1,1,1,2,2
"1995","таб_6880678","Менеджер",4,2,2,1,2,2,3,2
"1996","таб_3630728","Сотрудник",2,2,1,1,1,1,2,2
"1997","таб_228252","Менеджер",4,2,2,1,2,3,3,2
"1998","таб_9495240","Сотрудник",1,2,1,1,1,1,1,1
"1999","таб_4864292","Менеджер",2,2,2,1,2,1,2,2
"2000","таб_4743741","Сотрудник",1,1,1,1,1,1,1,1
"2001","таб_7115038","Менеджер",2,2,2,1,2,1,2,2
"2002","таб_1374339","Сотрудник",1,1,1,1,1,1,1,1
"2003","таб_8061939","Сотрудник",1,1,1,1,1,1,1,1
"2004","таб_3907543","Сотрудник",2,2,1,1,1,1,2,2
"2005","таб_2135636","Сотрудник",3,2,1,1,1,1,1,1
"2006","таб_8329389","Менеджер",2,3,2,1,2,2,3,3
"2007","таб_2583615","Менеджер",5,3,2,1,1,2,1,2
"2008","таб_8567848","Сотрудник",2,2,1,1,1,2,2,2
"2009","таб_2059779","Менеджер",4,2,2,1,2,1,1,1
"2010","таб_1818792","Сотрудник",2,1,1,1,1,1,1,1
"2011","таб_6663292","Менеджер",5,3,1,1,1,2,1,1
"2012","таб_1657594","Менеджер",3,2,2,1,2,1,1,2
"2013","таб_3857740","Сотрудник",5,2,1,1,1,1,2,3
"2014","таб_9282610","Сотрудник",2,2,1,1,1,1,2,2
"2015","таб_5326916","Менеджер",2,2,2,1,2,1,2,2
"2016","таб_628537","Сотрудник",2,1,1,1,1,1,1,1
"2017","таб_134278","Менеджер",5,2,1,1,1,1,2,3
"2018","таб_5687086","Сотрудник",2,2,1,1,1,1,2,2
"2019","таб_7125304","Сотрудник",2,2,1,1,1,2,2,2
"2020","таб_1182148","Сотрудник",2,2,1,1,1,2,2,2
"2021","таб_4160237","Сотрудник",4,2,1,1,1,1,1,1
