id,e_dighelp,n_dighelp,e_socnet,f_socnet,n_socnet,gt_score,pr01,pr02,pr03,pr04,pr05,pr06,pr07,pr08,pr09,pr10,co01,co02,co03,co04,co05,co06,co07,co08,co09,co10,ut01,ut02,ut03,ut04,ut05,ut06,ut07,ut08,ut09,ut10,ut11,ut12,fa01,fa02,fa03,fa04,fa05,fa06,fa07,fa08,fa09,fa10,de01,de02,de03,de04,de05,de06,de07,de08,de09,de10,de11,un01,un02,un03,un04,un05,un06,un07,un08,un09,un10,un11,un12,gt01,gt02,gt03,gt04,gt05,gt06,socnet,vk,fb,tw,in,tt,yt,freqvk,freqfb,freqtw,freqin,freqtt,freqyt,expvk,expfb,exptw,expin,exptt,expyt,dighelp,siri,alice,salut,oleg,alex,mia,mts,ggle,oth,oth_text,expsiri,expalice,expsalut,expoleg,expalex,expmia,expmts,expggle,expoth,expoth_text,selfdrcar,selfdrexp,selfdrsafe,eduai,eduaiexp,age,sex,edulvl1,spec1,edu2,edulvl2,spec2,jobfield,jobpos,city
k86FUDuJ1f,NA,NA,1,2,3,1.6666666666666667,1,4,1,4,1,1,1,1,1,3,2,2,4,4,2,1,1,2,2,2,5,5,4,4,4,3,3,2,2,0,2,4,1,1,2,1,1,1,1,4,1,1,1,1,2,4,0,1,2,4,5,2,1,3,4,4,2,3,3,3,3,3,2,3,3,1,1,1,2,2,3,1,1,1,0,1,0,0,2,2,-2,2,-2,-2,1,1,-2,1,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,NA,NA,0,NA,34,m,master,Инженер,1,master,Экономист,Продажи,Менеджер,Москва
kbhIFRe0V7,4.25,4,3,3,2,1.8333333333333333,5,4,5,4,4,5,5,4,3,5,5,3,4,5,4,4,2,1,5,4,5,5,5,4,4,5,4,5,3,2,3,5,4,3,1,1,5,5,3,3,4,4,4,3,2,2,5,4,4,3,5,4,4,3,1,2,1,3,1,1,1,1,1,1,4,1,1,3,3,1,2,1,0,1,0,1,0,0,-2,3,-2,3,-2,-2,-2,3,-2,3,-2,-2,1,1,1,0,1,0,0,0,1,0,-2,4,4,-2,4,-2,-2,-2,5,-2,-2,0,NA,NA,0,NA,42,m,bachelor,менеджмент,0,-2,-2,-,-,Саратов
KiTwcbdmOq,NA,NA,3.6666666666666665,2,3,2,3,3,1,2,3,3,3,3,3,4,4,3,4,3,4,4,2,3,4,4,4,4,2,3,4,4,4,4,5,1,4,4,3,2,1,3,2,3,3,2,3,3,4,4,5,2,5,3,4,3,4,4,0,4,4,4,4,4,5,3,5,4,3,3,3,2,2,2,2,3,1,1,1,0,0,1,0,1,0,-2,-2,3,-2,3,3,-2,-2,4,-2,4,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,NA,NA,0,NA,37,f,specialist,инженер по земельному кадастру,1,college,Библиотековед-библиограф,Строительство,специалист по земельным отношениям,Волгодонск
kKgE6R5eLb,3,2,3.1666666666666665,1.8333333333333333,6,2.3333333333333335,4,3,4,3,4,4,3,4,3,4,3,3,3,3,2,2,1,1,1,2,4,4,5,3,2,5,4,3,4,1,5,3,4,4,1,2,4,4,4,3,4,4,3,3,3,1,5,4,3,3,4,3,4,3,3,3,1,4,2,3,4,3,3,3,4,1,2,3,3,2,3,1,1,1,1,1,1,1,3,1,0,3,2,2,3,3,3,3,4,3,1,1,0,0,1,0,0,0,0,0,-2,3,-2,-2,3,-2,-2,-2,-2,-2,-2,0,NA,NA,0,NA,20,f,bachelor,Психология,0,-2,-2,юзабилити,исследователь,москва
koFGsWn4c9,3,2,3,3,2,1.8333333333333333,2,3,2,3,2,2,1,2,3,2,2,2,3,4,2,3,1,2,2,3,3,2,3,2,3,2,2,3,3,2,2,2,2,2,2,1,2,2,1,1,2,1,2,0,2,2,2,1,2,2,2,0,2,1,1,2,1,1,1,1,2,2,1,2,1,1,2,2,1,3,2,1,1,0,0,1,0,0,3,-2,-2,3,-2,-2,3,-2,-2,3,-2,-2,1,0,1,0,0,0,0,0,1,0,-2,-2,3,-2,-2,-2,-2,-2,3,-2,-2,0,NA,NA,0,NA,26,f,master,история,0,-2,-2,культура,главный хранитель фондов,Выборг
KOkyAkWDNb,3,3,3,1.25,4,2.8333333333333335,3,2,4,2,1,3,3,4,3,4,3,1,3,1,3,1,0,0,1,2,5,5,5,0,5,5,5,5,4,2,3,5,2,1,1,1,2,3,2,1,1,4,4,3,2,0,5,2,3,2,5,2,3,5,3,5,3,5,2,1,3,3,3,3,3,2,3,3,3,4,2,1,0,1,1,1,0,1,-2,0,0,3,-2,2,-2,2,2,3,-2,5,1,0,1,1,0,0,1,0,0,0,-2,-2,3,3,-2,-2,3,-2,-2,-2,-2,0,NA,NA,1,3,37,f,college,Энергетик,0,-2,-2,Продажи,Менеджер,Шахты
Kpc9oqB65a,2.5,2,2,3,3,1,3,3,4,4,1,3,3,3,2,3,3,3,3,3,2,2,2,1,1,3,5,5,5,5,4,3,4,3,4,5,4,4,3,3,0,1,3,3,3,1,0,4,3,3,1,2,4,1,3,4,4,3,2,3,2,2,4,3,1,1,4,1,1,3,4,1,2,1,1,0,1,1,1,0,0,1,0,1,3,-2,-2,3,-2,3,1,-2,-2,2,-2,3,1,1,1,0,0,0,0,0,0,0,-2,2,3,-2,-2,-2,-2,-2,-2,-2,-2,0,NA,NA,1,3,20,m,bachelor,государственное и муниципальное управление,0,-2,-2,smm,контент-менеджер,Санкт-Петербург
KWqfhZxBVq,2.5,2,2.3333333333333335,3,3,1.5,4,4,1,4,2,5,3,4,4,4,1,2,2,4,1,2,0,1,1,1,5,5,5,4,2,4,3,3,3,2,2,4,1,2,1,2,1,3,3,1,2,2,4,2,1,1,5,3,4,3,4,3,4,4,4,4,4,4,3,3,4,4,3,4,4,1,1,2,1,2,2,1,1,0,0,1,0,1,3,-2,-2,3,-2,3,1,-2,-2,2,-2,4,1,1,1,0,0,0,0,0,0,0,-2,3,2,-2,-2,-2,-2,-2,-2,-2,-2,0,NA,NA,1,3,33,m,specialist,Таможенное доле,0,-2,-2,ЖКХ,Инженер,Псков
kzKJAOfIpd,2,1,NA,NA,NA,1.8333333333333333,3,3,3,4,2,2,2,3,3,3,3,4,3,4,1,3,1,2,2,2,5,3,4,4,3,3,4,3,3,4,3,3,2,1,2,1,2,3,3,1,1,3,2,3,2,1,4,4,3,3,3,3,2,4,2,3,3,4,0,3,4,4,3,4,3,1,1,2,2,3,2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,0,1,0,0,0,0,0,0,0,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,0,NA,NA,0,NA,33,m,school,Каменщик,0,-2,-2,-,-,Добрянка
L1tcDFuujd,NA,NA,4,2.25,4,1.8333333333333333,3,3,3,3,3,3,3,3,3,4,2,3,3,5,1,3,0,1,2,3,5,3,3,5,5,3,3,4,3,2,3,3,2,2,2,2,2,4,3,2,2,3,3,3,3,2,3,4,4,4,2,3,3,4,3,5,3,3,3,3,5,4,4,5,5,1,2,2,3,1,2,1,1,0,0,1,1,1,2,-2,-2,2,2,3,3,-2,-2,4,4,5,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,NA,NA,0,NA,17,f,college,Гостиничный сервис,0,-2,-2,-,-,Нефтегорск
l7G4Q4xS8V,3,1,3,2,3,1.6666666666666667,1,1,2,2,1,1,0,2,2,3,2,0,1,2,1,3,3,2,0,3,3,3,3,3,3,2,3,4,2,3,1,1,0,1,0,0,1,1,1,0,1,3,2,2,0,4,3,2,2,2,3,1,2,3,3,4,1,1,1,2,3,3,1,3,3,2,1,2,2,2,1,1,1,0,0,0,1,1,3,-2,-2,-2,1,2,3,-2,-2,-2,3,3,1,0,1,0,0,0,0,0,0,0,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,0,NA,NA,0,NA,48,m,college,строительство и эксплуатация зданий и сооружений,0,-2,-2,не работаю,не работаю,Рязань
l7PZKhiE3A,NA,NA,3,3,2,2,3,3,2,2,4,4,1,4,3,3,2,3,3,4,3,3,2,2,3,2,3,4,4,3,1,4,3,3,1,2,3,3,1,1,2,1,1,2,2,1,2,2,2,2,1,0,4,2,4,2,4,1,0,2,1,2,2,2,2,2,1,2,2,2,2,1,2,3,2,2,2,1,1,0,0,1,0,0,3,-2,-2,3,-2,-2,3,-2,-2,3,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,NA,NA,0,NA,33,m,college,Строитель,0,-2,-2,Строительство,Рабочий,Пермь
L8GKeOgD9j,NA,NA,3,3,4,2,1,2,2,2,2,3,3,3,4,3,3,3,3,2,2,2,2,3,2,3,2,2,2,3,3,1,3,3,3,2,3,3,2,3,1,1,2,3,3,4,2,3,3,4,3,2,3,2,4,1,3,3,2,2,3,3,3,3,3,2,3,2,3,2,2,2,2,2,2,2,2,1,1,1,0,1,0,1,3,3,-2,3,-2,3,3,3,-2,3,-2,3,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,NA,NA,0,NA,31,f,master,инженер,0,-2,-2,визажист,топ мастер,москва
lbJqaPGrsh,NA,NA,4,0,1,2.1666666666666665,2,3,3,1,1,2,2,3,2,2,2,3,3,2,1,3,2,2,3,2,3,3,3,1,2,2,3,3,2,3,2,3,2,2,2,2,3,2,2,3,2,2,2,2,2,3,4,2,2,3,4,2,1,3,2,3,2,3,1,2,2,1,2,2,4,1,2,3,2,3,2,1,0,0,0,0,0,1,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,4,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,NA,NA,0,NA,47,m,college,водитель,0,-2,-2,транпортные перевозки,водитель,Чита
lC7NjgZhPE,2,1,2,1.75,4,2.3333333333333335,2,2,3,2,3,3,4,3,1,3,2,2,3,4,2,3,2,3,2,3,3,3,3,2,3,5,4,4,5,3,3,3,3,2,1,1,2,2,2,2,2,3,0,0,1,3,0,2,4,1,0,1,3,2,2,3,3,2,3,3,3,2,2,3,3,2,2,2,2,4,2,1,1,0,0,1,1,1,3,-2,-2,1,0,3,3,-2,-2,2,2,1,1,0,1,0,0,0,0,0,0,0,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,0,NA,NA,0,NA,42,f,college,швея,0,-2,-2,-,-,сафоново
lG2U0lzjgg,3,2,2.5,2.5,2,1.8333333333333333,3,3,3,2,3,3,3,2,3,3,3,3,3,3,2,2,3,2,2,3,3,2,3,3,3,2,2,2,2,3,2,3,3,2,2,2,3,2,3,3,2,3,3,3,2,2,3,3,3,3,2,2,2,2,3,3,2,2,3,3,3,3,3,3,3,1,2,1,3,2,2,1,1,0,0,0,0,1,2,-2,-2,-2,-2,3,2,-2,-2,-2,-2,3,1,1,0,1,0,0,0,0,0,0,-2,3,-2,3,-2,-2,-2,-2,-2,-2,-2,1,3,2,0,NA,24,m,bachelor,менеджмент,0,-2,-2,-,-,подольск
LjlQ4d77MU,4,1,2.6666666666666665,2.6666666666666665,3,1.5,3,4,5,4,2,2,4,4,3,4,2,1,4,5,1,3,1,1,1,4,5,5,5,4,5,4,5,5,5,4,2,4,4,2,0,0,2,3,3,2,3,3,4,2,4,1,4,1,4,2,5,3,3,4,3,5,3,4,4,3,4,3,4,4,4,1,1,1,1,2,3,1,1,1,1,0,0,0,3,3,2,-2,-2,-2,3,3,2,-2,-2,-2,1,0,1,0,0,0,0,0,0,0,-2,-2,4,-2,-2,-2,-2,-2,-2,-2,-2,0,NA,NA,1,4,52,m,master,Инженер,0,-2,-2,IT,Программист,Воронеж
llsuSrE1a9,NA,NA,4,3,2,2.6666666666666665,1,2,4,4,2,3,2,4,2,4,3,4,4,4,3,1,1,2,2,3,4,4,2,4,2,4,1,4,4,1,3,4,3,4,3,2,3,3,1,3,1,2,4,1,2,2,4,3,3,2,4,2,2,1,4,4,1,1,1,1,1,1,1,1,1,3,3,3,2,2,3,1,1,0,0,0,0,1,3,-2,-2,-2,-2,3,4,-2,-2,-2,-2,4,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,NA,NA,0,NA,34,m,specialist,менеджмент,0,-2,-2,финансы,менеджер,красноярск
LLtBwgD8i4,NA,NA,4,2.5,4,2.1666666666666665,4,4,3,4,2,5,3,4,5,4,3,1,4,5,1,2,4,0,1,3,5,5,5,5,4,5,3,4,4,2,3,5,3,2,0,2,2,3,3,4,3,2,3,2,2,1,5,3,5,3,5,3,4,3,0,3,2,3,2,0,3,3,0,3,3,1,2,3,3,1,3,1,1,0,0,1,1,1,3,-2,-2,2,2,3,4,-2,-2,3,4,5,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,NA,NA,0,NA,22,f,college,Технолог молока и молочной продукции,0,-2,-2,-,-,Омск
lmJQICoStk,4.5,2,2,1.25,4,1.8333333333333333,3,3,3,3,0,4,2,3,3,3,2,2,2,3,2,2,2,2,2,2,4,4,3,4,2,4,2,2,3,2,3,2,2,4,1,1,2,2,3,3,3,3,2,2,2,3,4,0,5,3,4,3,3,3,3,3,2,3,1,2,3,4,3,3,3,1,1,2,2,3,2,1,1,1,0,1,0,1,1,0,-2,3,-2,1,1,1,-2,3,-2,3,1,1,1,0,0,0,0,0,0,0,-2,4,5,-2,-2,-2,-2,-2,-2,-2,-2,0,NA,NA,0,NA,32,f,school,математический факультет НГПУ (неоконченное),0,-2,-2,Продажа мебели,Управляющий салоном.,Новосибирск
LMKnnA9PDE,NA,NA,3,2,2,1.3333333333333333,3,3,3,3,3,2,2,3,4,2,3,3,3,4,2,3,3,2,1,1,4,3,4,3,4,3,3,3,4,3,3,4,3,4,1,3,3,1,4,2,2,3,2,2,3,2,4,2,1,3,4,1,1,3,1,2,1,2,2,1,3,1,1,1,3,1,1,1,1,3,1,1,1,0,0,0,0,1,2,-2,-2,-2,-2,2,3,-2,-2,-2,-2,3,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,NA,NA,1,3,19,f,bachelor,Информатика и вычислительная техника,0,-2,-2,____,_____,Москва
LqvNDnJsII,4,2,5,2,1,3.5,3,3,2,3,1,5,4,4,5,3,4,2,4,4,3,4,0,5,2,4,4,2,4,1,3,4,4,3,1,1,4,4,1,0,4,0,4,5,0,0,0,1,4,4,5,1,5,0,5,4,5,5,3,1,2,4,2,4,1,1,2,4,4,4,4,3,4,4,4,4,2,1,0,0,0,0,0,1,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,5,1,0,1,0,0,0,0,0,1,0,-2,-2,4,-2,-2,-2,-2,-2,4,-2,-2,0,NA,NA,1,4,35,m,school,Авто механик,0,-2,-2,-,Главный инженер механик,Екатеринбург
luMqgVYh7U,3.6666666666666665,3,3.4,1.6,5,2.5,3,5,3,2,3,5,4,4,5,3,3,4,4,5,3,4,0,2,2,3,5,5,4,2,3,5,5,4,4,2,4,3,4,0,1,2,3,4,2,1,4,3,4,2,4,1,5,2,5,2,5,1,4,4,5,5,3,5,3,4,5,2,5,5,5,2,1,3,4,3,2,1,1,1,1,1,0,1,3,1,0,3,-2,1,4,3,2,5,-2,3,1,1,1,1,0,0,0,0,0,0,-2,2,5,4,-2,-2,-2,-2,-2,-2,-2,0,NA,NA,1,5,23,f,bachelor,Информатика и ИКТ,0,-2,-2,Банковское дело,Специалист экспертной поддержки,Воронеж
m239u1EYWS,4.5,2,0,2.75,4,1.3333333333333333,3,2,3,3,3,3,3,3,2,2,1,1,3,3,2,3,2,2,2,2,3,3,3,2,3,3,3,4,3,3,3,2,1,3,4,1,3,4,3,3,2,3,3,2,2,2,3,3,3,3,4,3,3,3,2,3,2,3,2,2,2,3,2,3,3,0,0,2,1,2,3,1,1,0,0,1,1,1,3,-2,-2,3,3,2,0,-2,-2,0,0,0,1,1,1,0,0,0,0,0,0,0,-2,5,4,-2,-2,-2,-2,-2,-2,-2,-2,0,NA,NA,1,4,24,f,bachelor,Финансы и кредит,0,-2,-2,Экстренная служба,Старший оперативный дежурный,Анжеро-Судженск
MGfL1HbPXm,3,1,4,2,3,2.1666666666666665,4,3,4,3,2,4,4,4,4,2,2,3,4,3,2,2,1,2,2,2,5,5,4,3,5,4,3,4,5,2,2,4,3,3,2,2,4,4,3,3,3,3,2,4,4,2,5,2,3,4,3,2,3,3,1,1,2,3,1,1,1,1,1,3,2,1,1,3,3,2,3,1,1,0,0,1,0,1,3,-2,-2,3,-2,0,4,-2,-2,4,-2,4,1,0,1,0,0,0,0,0,0,0,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,0,NA,NA,0,NA,33,f,specialist,Информатик- экономист,0,-2,-2,Электронная подпись,Менеджер по работе с клиентами,Белгород
MJWkid756C,2,2,1,2.5,4,2.1666666666666665,3,3,3,3,1,2,3,3,2,1,2,2,3,3,2,2,3,1,1,1,4,4,3,4,2,3,3,3,4,1,4,4,2,2,2,2,2,2,2,2,3,3,2,2,1,2,4,2,3,3,4,2,3,3,2,1,2,3,1,0,3,2,2,1,3,1,3,3,1,3,2,1,1,1,0,1,0,1,3,2,-2,3,-2,2,1,1,-2,2,-2,0,1,1,0,0,0,0,0,0,1,0,-2,2,-2,-2,-2,-2,-2,-2,2,-2,-2,0,NA,NA,0,NA,24,m,school,Психология,0,-2,-2,-,-,Москва
mL9vGWF9OH,4,1,2,0,1,2.6666666666666665,3,2,4,4,3,3,2,2,3,4,4,4,3,4,1,1,0,1,1,3,4,3,5,3,5,4,2,4,4,3,3,4,3,3,2,3,4,3,4,2,3,3,4,3,3,2,4,3,3,3,5,3,4,3,3,4,3,3,4,2,3,3,4,3,3,3,3,3,3,1,3,1,0,1,0,0,0,0,-2,0,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,1,0,1,0,0,0,0,0,0,0,-2,-2,4,-2,-2,-2,-2,-2,-2,-2,-2,0,NA,NA,0,NA,45,m,college,техник-строитель,1,school,сварщик,строительство,мастер,Ишим
mLYQyZtbMD,NA,NA,3.6666666666666665,2.6666666666666665,3,1.3333333333333333,2,3,2,3,2,3,2,2,3,3,2,2,2,3,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3,3,3,2,3,3,3,2,2,3,3,3,3,3,3,3,3,2,2,3,2,1,2,1,1,2,1,1,1,0,0,1,0,1,3,-2,-2,3,-2,2,3,-2,-2,4,-2,4,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,NA,NA,0,NA,27,f,college,Среднее профессиональное образование,0,-2,-2,Остин,Продавец-кассир,Дербент
MMghVvwLxv,2,2,2.3333333333333335,3,3,2.1666666666666665,2,1,4,0,2,3,1,2,0,1,0,4,3,3,2,4,0,4,2,3,4,3,3,5,2,5,3,3,4,2,2,0,1,0,1,1,0,2,0,0,1,1,0,1,0,0,5,1,3,4,4,1,0,2,2,2,2,2,1,2,4,2,2,0,2,0,1,2,3,3,4,1,1,0,0,1,0,1,3,-2,-2,3,-2,3,0,-2,-2,3,-2,4,1,0,1,0,0,0,0,0,1,0,-2,-2,2,-2,-2,-2,-2,-2,2,-2,-2,0,NA,NA,1,2,22,m,college,повар,0,-2,-2,продажи,менеджер,Санкт-Петербург
mMvLVvgjht,NA,NA,4,1.6,5,2.1666666666666665,5,5,0,0,5,5,5,5,5,5,5,5,5,5,4,5,0,5,5,5,5,5,1,5,5,5,5,5,5,0,5,4,5,0,4,5,5,5,0,0,0,5,5,5,5,0,5,5,5,5,0,5,0,5,5,5,5,5,0,5,5,5,5,5,5,2,3,3,2,2,1,1,1,1,1,1,0,1,2,3,1,1,-2,1,4,4,4,4,-2,4,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,NA,NA,0,NA,34,f,college,Медик,0,-2,-2,АТБ,продавец,Кривой Рог
MngwEZhwjX,5,2,4,3,1,1.5,5,4,5,4,2,5,3,4,4,5,4,3,4,5,2,2,0,1,2,5,5,5,5,5,5,4,5,5,5,3,3,5,2,2,0,1,3,3,2,2,2,1,3,2,3,1,5,2,4,4,5,2,1,4,4,3,3,4,4,3,3,3,3,3,5,0,2,2,1,2,2,1,1,0,0,0,0,0,3,-2,-2,-2,-2,-2,4,-2,-2,-2,-2,-2,1,0,1,0,0,0,0,0,1,0,-2,-2,5,-2,-2,-2,-2,-2,5,-2,-2,0,NA,NA,0,NA,30,m,college,Оператор ЭВМ,0,-2,-2,IT,Специалист,Краснодар
Mos9HG84GW,4,2,3,1,3,3,2,1,2,2,0,4,3,3,4,2,2,3,2,3,2,3,2,3,3,3,5,3,3,2,2,3,3,4,3,2,0,3,2,1,0,2,2,2,2,1,2,2,3,2,2,3,5,0,1,3,5,2,3,0,0,3,0,0,0,0,0,0,1,0,1,3,3,3,3,4,2,1,1,1,0,0,0,1,3,0,-2,-2,-2,0,3,3,-2,-2,-2,3,1,0,1,0,0,0,1,0,0,0,-2,-2,4,-2,-2,-2,4,-2,-2,-2,-2,0,NA,NA,0,NA,55,f,college,маляр,1,college,администратор салона красоты,стоматология,администратор,Санкт-Петербург
mSkU22T9Di,3,1,3,1,1,1.6666666666666667,2,2,2,2,1,3,2,2,2,1,1,1,2,2,1,2,3,2,1,2,2,2,3,3,1,3,2,1,2,1,2,3,2,2,1,1,2,1,2,2,2,2,1,1,2,2,2,1,1,3,2,1,2,3,3,4,2,3,3,3,3,2,2,3,3,1,2,3,2,1,1,1,0,0,0,0,0,1,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,3,1,0,1,0,0,0,0,0,0,0,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,0,NA,NA,0,NA,45,f,school,бухгалтер,0,-2,-2,бухгалтерский учет,бухгалтер,Братск
MtESQu4nk5,2,1,3,3,1,1.3333333333333333,2,1,2,2,2,2,1,2,3,3,3,3,2,2,1,3,4,2,2,2,2,2,2,3,3,1,3,2,2,2,2,2,2,3,2,1,2,3,4,3,2,2,3,2,2,3,1,3,2,2,1,1,3,3,2,3,2,3,2,4,3,1,2,4,1,1,1,2,1,0,3,1,1,0,0,0,0,0,3,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,1,0,1,0,0,0,0,0,0,0,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,0,NA,NA,0,NA,26,f,college,бухгалтер,1,college,оператор котельной,_,_,тула
mTLRvEfmIq,3.3333333333333335,3,3.25,2.5,4,2.5,3,1,4,2,1,2,1,3,2,0,1,1,0,4,0,0,5,1,0,1,3,3,4,3,1,2,2,3,1,2,1,3,2,2,1,1,2,2,1,2,2,2,3,2,3,4,3,0,2,1,3,0,3,3,2,3,3,3,2,1,3,1,3,4,4,0,3,1,3,4,4,1,1,0,0,1,1,1,2,-2,-2,3,3,2,2,-2,-2,4,3,4,1,1,1,0,0,0,0,0,1,0,-2,3,4,-2,-2,-2,-2,-2,3,-2,-2,0,NA,NA,1,3,25,f,bachelor,Преподаватель экономики,0,-2,-2,Ресторанный бизнес,Менеджер по приёму банкетов,Екатеринбург
mvh72P0Vu7,3,3,2.8333333333333335,1.6666666666666667,6,2,3,3,2,3,2,2,2,3,3,4,2,3,2,3,2,2,1,2,2,2,3,3,3,3,2,2,2,3,3,2,2,3,2,3,1,2,2,2,3,3,3,3,3,2,3,2,3,2,1,2,3,2,2,3,3,3,2,2,2,2,3,3,2,3,3,2,2,2,2,2,2,1,1,1,1,1,1,1,2,0,1,3,1,3,2,2,3,3,3,4,1,1,1,0,0,0,0,0,1,0,-2,3,3,-2,-2,-2,-2,-2,3,-2,-2,0,NA,NA,0,NA,35,m,specialist,гум,0,-2,-2,it,инженер,МСК
MW6PUiAOVr,3,2,3,3,2,2.8333333333333335,2,3,3,3,2,3,2,3,3,3,1,3,3,3,3,3,1,2,1,2,4,3,3,3,3,3,3,3,2,2,2,2,3,3,2,0,3,3,3,3,3,3,3,2,2,1,3,2,3,1,2,2,3,3,3,2,4,4,2,3,3,3,2,1,3,2,3,4,2,3,3,1,1,0,0,1,0,0,3,-2,-2,3,-2,-2,3,-2,-2,3,-2,-2,1,0,1,0,0,0,0,0,1,0,-2,-2,3,-2,-2,-2,-2,-2,3,-2,-2,0,NA,NA,0,NA,28,f,bachelor,инженер технолог,0,-2,-2,-,-,Хабаровск
N3muyGl3ry,4.666666666666667,3,4.333333333333333,2.6666666666666665,3,2.5,3,2,4,2,0,5,4,3,4,5,2,1,3,5,1,0,3,4,1,0,5,5,5,5,5,5,5,5,5,3,0,5,4,4,0,0,4,1,0,5,4,5,3,1,2,1,2,0,5,2,1,0,0,4,0,0,0,0,0,3,3,0,0,0,4,2,3,3,3,1,3,1,1,1,0,1,0,0,3,3,-2,2,-2,-2,5,4,-2,4,-2,-2,1,1,1,1,0,0,0,0,0,0,-2,5,5,4,-2,-2,-2,-2,-2,-2,-2,0,NA,NA,0,NA,42,f,specialist,менеджер по персоналу,1,specialist,культуролог,машиностроение,менеджер по персоналу,Санкт-Петербург
N9w8ybGtrx,3,1,2,2.5,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,3,3,3,3,3,3,3,3,2,3,3,2,3,2,2,2,2,3,3,3,2,3,3,3,2,2,3,3,3,2,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,0,0,0,1,2,-2,-2,-2,-2,3,2,-2,-2,-2,-2,2,1,0,1,0,0,0,0,0,0,0,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,0,NA,NA,0,NA,37,m,school,авторихтовщик,0,-2,-2,-,-,тольятти
nahQ4nLJ72,3,1,3,3,3,1.3333333333333333,3,3,4,2,3,3,3,3,3,3,2,2,2,2,1,3,3,1,2,2,5,4,5,4,4,4,3,4,3,2,3,3,3,4,2,2,3,3,3,4,4,3,2,2,2,3,4,3,3,2,5,4,3,2,3,2,2,3,2,2,2,2,2,2,2,1,1,2,3,0,1,1,1,0,0,1,0,1,3,-2,-2,3,-2,3,3,-2,-2,3,-2,3,1,0,1,0,0,0,0,0,0,0,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,0,NA,NA,0,NA,32,f,specialist,Экономист,0,-2,-2,Графический дизайн,Графический дизайн,Абакан
NdxlJQSX6V,NA,NA,1.6666666666666667,1.6666666666666667,3,2.3333333333333335,4,2,2,3,2,1,1,2,3,4,2,2,3,4,2,1,3,1,1,1,3,2,3,3,1,2,3,4,3,1,1,0,3,2,1,2,2,1,1,3,1,2,1,1,1,2,2,0,2,2,2,0,1,3,1,4,3,4,2,1,1,1,1,2,3,2,3,2,1,3,3,1,0,1,0,1,0,1,-2,3,-2,0,-2,2,-2,2,-2,2,-2,1,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,NA,NA,0,NA,39,m,bachelor,"Систему автоматического управления, но не защитил диплом",0,-2,-2,Самозанятый IT специалист,Самозанятый IT специалист,Москва
